language,type,i,c,id
Spanish,RV,control,check,person_1124
Spanish,RJ,existing,excited,person_1124
Spanish,RY,specially,especially,person_1124
Catalan,RN,moment,time,person_1642
Catalan,RV,stay,start,person_1642
Catalan,RV,live,stay,person_1642
Catalan,RV,live,stay,person_1642
Catalan,RN,moment,time,person_1642
Catalan,RV,know,speak,person_1642
Catalan,RN,clothes,clothing,person_1642
Catalan,RJ,interesting,interested,person_1642
Catalan,RJ,boring,bored,person_1642
Catalan,RJ,interesting,interested,person_1642
Catalan,RJ,boring,bored,person_1642
Spanish,RV,pay,cover,person_1130
Spanish,RY,fine,well,person_1130
Spanish,RV,pleased,wanted,person_1130
Catalan,RV,tell,give,person_471
Catalan,RN,travel,trip,person_471
Catalan,RV,take,include,person_471
Catalan,RN,part,time,person_471
Catalan,RV,make,include,person_471
Catalan,RV,take,talk,person_471
Catalan,RV,make,have,person_471
Spanish,RV,give,thank,person_2388
Spanish,RN,travel,trip,person_2388
Italian,RV,indicate,tell,person_1681
Italian,RN,climate,weather,person_1681
Italian,RN,answer,reply,person_1681
Italian,RV,skip,avoid,person_1681
Spanish,RN,job,work,person_82
Spanish,RV,knew,meet,person_82
Russian,RV,tell,give,person_1697
Russian,RV,could,will,person_1697
Russian,RV,doing,going,person_1697
Russian,RV,lean,learn,person_1697
Russian,RV,lean,teach,person_1697
Korean,RN,chance,opportunity,person_315
Korean,RN,answer,question,person_315
Japanese,RY,as,when,person_41
Japanese,RV,loose,lose,person_41
Thai,RN,travel,trip,person_2361
Thai,RV,been,stayed,person_2361
Thai,RV,meet,see,person_2361
Spanish,RN,period,month,person_881
Spanish,RV,give,provide,person_881
German,RV,choose,take,person_856
German,RY,sincerely,faithfully,person_856
German,RN,price,prize,person_856
German,RV,act,play,person_856
German,RJ,guiding,guided,person_856
German,RV,did,gave,person_856
Italian,RN,occasion,opportunity,person_705
Italian,RY,still,again,person_705
Italian,RV,don't,won't,person_705
Italian,RN,ending,end,person_705
French,RV,get,take,person_2765
French,RV,do,enter,person_2765
French,RV,practice,play,person_2765
French,RN,change,cash,person_2765
French,RN,checks,cheques,person_2765
French,RN,cloth,clothes,person_2765
French,RV,fit,match,person_2765
Thai,RJ,different,various,person_2017
Spanish,RJ,excited,exciting,person_1907
Spanish,RJ,grateful,great,person_1907
Polish,RJ,appropriate,suitable,person_507
Polish,RV,give,take,person_507
Chinese,RN,Madam,Ms,person_4
Chinese,RY,more,rather,person_4
Chinese,RV,built,put,person_4
Chinese,RV,prepared,bring,person_4
Chinese,RV,have,go,person_4
Chinese,RN,area,centre,person_4
Chinese,RN,festival,holiday,person_4
Korean,RY,very,really,person_2567
Chinese,RN,photography,photograph,person_2215
Chinese,RV,like,want,person_2215
Chinese,RY,very,really,person_2215
Chinese,RN,thinking,taste,person_2215
Chinese,RV,let,help,person_2215
Japanese,RJ,exciting,excited,person_1709
Japanese,RN,meats,mates,person_1709
Thai,RV,would,could,person_1047
Thai,RY,sometime,sometimes,person_1047
Thai,RV,went,got,person_1047
Turkish,RJ,delightful,delighted,person_2228
French,RN,experiences,experiments,person_1721
Portuguese,RV,gone,been,person_2016
Portuguese,RV,tell,explain,person_2016
Turkish,RJ,grateful,pleased,person_2770
Turkish,RN,pain,trouble,person_2770
Turkish,RV,go,got,person_2770
Turkish,RY,unbelievably,really,person_2770
Russian,RV,accommodate,stay,person_1245
Thai,RV,get,am,person_937
Thai,RV,prepare,bring,person_937
Thai,RJ,delightful,delighted,person_937
Thai,RV,recommend,advise,person_937
Thai,RV,do,go,person_937
Thai,RV,make,keep,person_937
Thai,RJ,up-to-date,fashionable,person_937
Thai,RJ,worth,worthwhile,person_937
Thai,RV,would,had,person_937
Thai,RV,do,spent,person_937
Thai,RY,before,already,person_937
French,RV,live,stay,person_710
French,RV,practice,play,person_710
French,RV,practiced,tried,person_710
French,RV,discovering,trying,person_710
French,RV,want,like,person_710
French,RJ,different,various,person_710
French,RN,class,classroom,person_710
French,RV,come,go,person_710
French,RV,present,show,person_710
Greek,RV,follow,attend,person_2176
Greek,RV,had,was,person_2176
Greek,RJ,humor,funny,person_2176
French,RV,dress,wear,person_857
French,RV,be,have,person_857
French,RV,bring,gives,person_857
Japanese,RN,bank,band,person_670
Japanese,RJ,music,musical,person_670
German,RV,received,won,person_2406
German,RJ,free,open,person_2406
German,RV,say,tell,person_2406
German,RN,cloths,clothes,person_2406
German,RN,world,word,person_2406
German,RN,goods,products,person_2406
German,RN,prize,price,person_2406
German,RV,going,getting,person_2406
German,RN,goods,things,person_2406
German,RN,goods,things,person_2406
German,RN,goods,things,person_2406
German,RN,goods,products,person_2406
Chinese,RV,fix,install,person_2360
Chinese,RV,fixing,installing,person_2360
Chinese,RY,faithfully,sincerely,person_2360
Russian,RV,live,stay,person_1655
Russian,RV,living,staying,person_1655
Russian,RV,live,stay,person_1655
Russian,RV,do,have,person_1655
Spanish,RV,carry,bring,person_83
Spanish,RV,lose,waste,person_83
Chinese,RY,Otherwise,Additionally,person_1696
Korean,RN,audience,people,person_476
Korean,RN,idea,opinion,person_476
Korean,RJ,classic,classical,person_476
Italian,RJ,suitable,advisable,person_93
Polish,RJ,PLEASED,PLEASING,person_1692
Polish,RN,MOTORS,MOTORBIKES,person_1692
Polish,RV,SEAT,SIT,person_1692
Portuguese,RJ,straight,close,person_50
Portuguese,RV,take,have,person_50
Portuguese,RN,job,work,person_50
Russian,RY,no,not,person_1889
French,RV,taken,chosen,person_1651
Catalan,RN,price,prize,person_884
Catalan,RV,waiting,looking,person_884
Catalan,RV,leave,stop,person_884
German,RV,spent,had,person_853
German,RN,guests,audience,person_853
German,RV,reached,earned,person_853
Portuguese,RV,charges,demands,person_1453
Turkish,RV,say,stay,person_728
Turkish,RV,said,asked,person_728
Turkish,RN,eyes,ears,person_728
German,RV,could,would,person_933
German,RJ,cumbersome,awkward,person_933
German,RN,wills,wiles,person_933
German,RN,piece,work,person_933
German,RN,actuality,relevance,person_933
German,RV,node,learned,person_1916
German,RY,faithfully,sincerely,person_1916
German,RN,tour,trip,person_1916
German,RN,tour,trip,person_1916
German,RV,had,went,person_1916
German,RN,shows,shoes,person_1916
German,RN,tour,trip,person_1916
Chinese,RV,choose,do,person_1902
Chinese,RV,shall,should,person_1902
Chinese,RY,faithfully,sincerely,person_1902
Chinese,RN,fun,amusement,person_1902
Chinese,RN,self-satisfaction,satisfaction,person_1902
German,RY,faithfully,sincerely,person_1094
German,RV,visited,came,person_1094
German,RY,personally,face-to-face,person_1094
Spanish,RV,take,do,person_2576
Japanese,RV,prepare,bring,person_2238
Japanese,RN,charity,volunteer,person_2238
Japanese,RN,hole,hall,person_2238
Japanese,RV,had,was,person_2238
Japanese,RN,stuffs,staff,person_2238
French,RV,prepare,bring,person_2577
French,RV,specify,identify,person_2577
Japanese,RY,up,out,person_1095
Spanish,RV,happen,arise,person_1903
Spanish,RJ,consuming,consumerist,person_1903
French,RN,price,prize,person_1917
French,RN,fact,reason,person_1917
French,RN,hobbies,activities,person_1917
French,RN,scene,stage,person_1917
French,RN,scene,stage,person_1917
Portuguese,RN,answers,information,person_932
Portuguese,RV,work,woke,person_932
Portuguese,RV,use,wear,person_932
Portuguese,RV,came,went,person_932
Portuguese,RV,get,go,person_932
Spanish,RN,level,standard,person_2013
Spanish,RJ,able,possible,person_2013
Spanish,RJ,bored,boring,person_2013
Spanish,RJ,funny,fun,person_2013
Spanish,RN,ground,floor,person_2013
Spanish,RV,felt,fell,person_2013
Spanish,RV,enjoy,join,person_2013
Spanish,RV,done,met,person_2013
Spanish,RJ,funny,fun,person_2013
Japanese,RV,stay,camp,person_1452
Japanese,RN,courses,lessons,person_1452
Japanese,RN,hare,hair,person_1452
Japanese,RV,met,seen,person_1452
French,RJ,surprising,surprised,person_1446
French,RV,have,can,person_1446
French,RV,being,staying,person_1446
French,RV,being,staying,person_1446
French,RJ,best,favourite,person_1446
French,RV,make,take,person_1446
French,RN,photography,photographs,person_1446
French,RN,material,equipment,person_1446
French,RV,would,could,person_1446
French,RN,material,equipment,person_1446
French,RV,lived,had,person_1446
French,RY,Firstly,First,person_1446
French,RN,designed,chosen,person_1446
French,RY,already,really,person_1446
French,RJ,exciting,excited,person_1446
Portuguese,RV,stay,spend,person_2629
Portuguese,RN,pay,paycheque,person_2629
Korean,RV,get,take,person_891
Korean,RV,enclose,include,person_891
Turkish,RV,be,have,person_661
Turkish,RN,peace,piece,person_661
Turkish,RV,written,listed,person_661
Russian,RY,quite,very,person_2359
Russian,RY,Besides,Also,person_2359
Russian,RV,pay,cover,person_2359
Russian,RV,made,conducted,person_2359
Russian,RV,consider,think,person_2359
Russian,RN,statement,opinion,person_2359
Russian,RN,playgrounds,courts,person_2359
Russian,RN,decoration,decor,person_2359
Russian,RV,made,done,person_2359
Russian,RV,made,installed,person_2359
Russian,RN,performances,events,person_2359
Russian,RV,made,conducted,person_2359
Greek,RN,travel,trip,person_1888
Greek,RV,written,mentioned,person_1888
Greek,RJ,tired,tiring,person_1888
Greek,RV,had,was,person_1888
Spanish,RV,be,stay,person_2371
Spanish,RV,go,get,person_2371
Spanish,RV,like,enjoy,person_2371
Spanish,RN,background,backdrop,person_2371
Spanish,RJ,worthy,worthwhile,person_2371
Spanish,RY,mostly,really,person_2371
Spanish,RV,have,stay,person_1877
Spanish,RN,swimming,swimmer,person_1877
Spanish,RN,travel,flight,person_1877
Spanish,RJ,well,good,person_1877
Spanish,RJ,especial,special,person_1877
Korean,RV,wish,hope,person_84
Korean,RY,either,too,person_84
Korean,RV,let,make,person_84
Korean,RN,work,task,person_84
Korean,RV,join,enjoy,person_84
Korean,RV,wish,hope,person_84
French,RV,practice,do,person_2398
French,RV,practice,play,person_2398
French,RN,occasion,opportunity,person_2398
French,RJ,unknown,new,person_2398
French,RV,got,go,person_2398
Portuguese,RN,tests,exams,person_105
Portuguese,RV,do,take,person_105
Portuguese,RN,tests,exams,person_105
Portuguese,RV,stay,be,person_105
Portuguese,RJ,bored,boring,person_105
Italian,RV,achieved,got,person_1493
Italian,RN,period,time,person_1493
Italian,RY,faithfully,sincerely,person_1493
Italian,RN,situation,occasion,person_1493
Italian,RN,one,person,person_1493
French,RV,make,ensure,person_887
French,RV,know,go,person_887
French,RV,set,had,person_887
French,RV,practiced,done,person_887
French,RJ,calm,relaxing,person_887
French,RY,sincerely,faithfully,person_887
French,RV,do,go,person_887
French,RV,offer,give,person_887
French,RV,do,go,person_887
Greek,RV,make,do,person_1336
Greek,RV,will,want,person_1336
Greek,RY,very,really,person_1336
Greek,RV,hadn't,don't,person_1336
Spanish,RN,computer,computing,person_918
Spanish,RN,field,industry,person_918
Spanish,RN,stuff,staff,person_918
Spanish,RY,only,simply,person_918
Spanish,RV,take,choose,person_918
Spanish,RN,attention,concern,person_2039
Spanish,RY,faithfully,sincerely,person_2039
Spanish,RV,buying,shopping,person_2039
Spanish,RN,bag,trip,person_2039
Spanish,RV,could,would,person_2561
Spanish,RV,get,had,person_2561
Spanish,RN,word,world,person_2561
Spanish,RN,mail,letter,person_2561
Spanish,RN,moth,month,person_2561
Spanish,RV,must,had,person_2561
Spanish,RV,shouldn't,won't,person_2561
Spanish,RN,curse,course,person_2561
Chinese,RJ,exciting,excited,person_2
Chinese,RV,live,stay,person_2
Chinese,RV,live,stay,person_2
Chinese,RN,term,team,person_2
Chinese,RV,mark,make,person_2
Chinese,RV,makes,brings,person_2
Chinese,RN,term,team,person_1055
Chinese,RV,join,go,person_1055
Chinese,RV,claim,calm,person_1055
Italian,RV,required,requested,person_2560
Italian,RJ,educative,educational,person_2560
Italian,RJ,adequate,sufficient,person_2560
Italian,RY,absolutely,definitely,person_2560
Portuguese,RN,classes,lessons,person_2574
Portuguese,RN,possibility,chance,person_2574
Portuguese,RJ,nervous,irritable,person_2574
Portuguese,RN,fact,phenomenon,person_2574
Portuguese,RV,can,do,person_2574
Spanish,RN,notice,news,person_2212
Spanish,RN,lab,log,person_2212
Spanish,RV,practice,do,person_2212
Spanish,RN,risk,danger,person_2212
Spanish,RV,do,go,person_2212
Spanish,RV,get,drive,person_2212
Spanish,RJ,close,crowded,person_2212
Spanish,RN,hour,time,person_2212
Spanish,RV,do,goes,person_2212
Spanish,RN,winter,summer,person_1082
Spanish,RN,brake,break,person_1082
Spanish,RV,prepare,prefer,person_1082
Spanish,RV,got,had,person_1082
Spanish,RN,poet,part,person_1082
Spanish,RV,take,cause,person_1082
Japanese,RJ,bigger,greater,person_500
Japanese,RV,done,made,person_500
Thai,RV,stay,are,person_2038
Thai,RV,got,had,person_2038
Thai,RV,prepare,pack,person_2038
Thai,RV,show,perform,person_2038
Thai,RV,go,get,person_2038
Turkish,RV,matters,is,person_925
Turkish,RV,resist,avoid,person_925
Turkish,RN,solution,way,person_925
Turkish,RN,hours,times,person_925
Turkish,RV,bring,take,person_925
Turkish,RV,is,need,person_919
Spanish,RN,Mr.,Ms,person_2010
Spanish,RV,being,cope,person_2010
Spanish,RN,fact,temptation,person_2010
Spanish,RN,wants,desire,person_2010
Spanish,RV,make,do,person_2010
Polish,RV,like,want,person_1519
Turkish,RV,apply,choose,person_702
Turkish,RY,However,Also,person_702
Turkish,RY,enough,fairly,person_702
Turkish,RJ,appropriate,possible,person_702
Turkish,RV,making,helping,person_702
Korean,RN,towers,towels,person_845
Korean,RN,signature,autograph,person_845
Russian,RV,tell,say,person_2616
Russian,RV,made,filled,person_2616
Russian,RV,speak,talk,person_2616
Russian,RN,lines,queues,person_2616
French,RN,items,information,person_879
French,RV,obtained,got,person_879
French,RV,recognize,admit,person_879
French,RV,made,taken,person_879
French,RV,practice,do,person_879
French,RN,pride,prize,person_879
French,RV,includes,covers,person_879
French,RN,travel,trip,person_879
French,RY,faithfully,sincerely,person_879
French,RN,times,things,person_879
French,RN,pause,break,person_879
French,RN,scene,portrayal,person_879
French,RV,make,provide,person_879
French,RN,parallel,comparison,person_879
Portuguese,RN,campsite,camp,person_1492
Portuguese,RV,hear,listen,person_1492
Portuguese,RN,moments,times,person_1492
Catalan,RV,maintain,support,person_2400
French,RJ,funny,fun,person_85
French,RN,tour,tournament,person_85
French,RV,discover,rediscover,person_85
French,RN,campus,camp,person_85
French,RY,free,freely,person_85
French,RV,going,spending,person_460
French,RV,now,have,person_460
French,RV,loses,wastes,person_460
French,RV,end,finish,person_1191
French,RJ,practical,vocational,person_1191
French,RN,level,standard,person_1191
French,RN,materials,equipment,person_1191
French,RN,entry,entrance,person_1191
French,RN,answer,reply,person_1191
Korean,RV,do,go,person_1807
Portuguese,RV,take,have,person_765
Portuguese,RV,practice,play,person_765
Portuguese,RY,before,beforehand,person_765
Portuguese,RV,make,go,person_765
Portuguese,RN,cinema,movies,person_765
Portuguese,RJ,alive,live,person_765
Spanish,RN,anticipation,advance,person_1542
Spanish,RJ,extra,extra-curricular,person_1542
Portuguese,RV,being,staying,person_1218
Portuguese,RV,will,like,person_1218
Portuguese,RY,truthfully,sincerely,person_1218
Portuguese,RY,after,afterwards,person_1218
Spanish,RV,occur,happen,person_2711
Spanish,RN,flight,plane,person_2711
Spanish,RN,flight,plane,person_2711
Italian,RV,have,should,person_215
Italian,RV,may,can,person_215
Korean,RV,required,requested,person_1998
Korean,RN,autobiographies,autographs,person_1998
Japanese,RV,need,ask,person_1754
Japanese,RN,cloths,clothes,person_1754
Japanese,RV,going,doing,person_1754
Japanese,RV,make,prepare,person_1754
Greek,RV,shall,should,person_2507
Greek,RV,made,became,person_2507
Greek,RN,footsteps,steps,person_2507
Thai,RV,have,do,person_2512
Thai,RV,have,do,person_2512
Thai,RJ,right,alright,person_2512
Thai,RV,done,had,person_2512
Thai,RV,send,give,person_2512
Japanese,RN,travel,trip,person_566
Japanese,RV,conveyed,carried,person_566
Japanese,RN,stuff,staff,person_566
Japanese,RN,stuff,staff,person_566
Russian,RV,live,stay,person_1557
Russian,RV,attend,go,person_1557
Russian,RN,remembrances,souvenirs,person_1557
Italian,RN,period,time,person_1543
Italian,RV,have,should,person_1543
Italian,RJ,plenty,full,person_1543
French,RV,know,learn,person_770
French,RJ,warm,hot,person_770
Russian,RN,photographer,photography,person_2664
Russian,RV,took,got,person_2664
Russian,RV,taken,got,person_2664
Catalan,RV,required,requested,person_823
Catalan,RN,Camps,campsites,person_823
Catalan,RY,faithfully,sincerely,person_823
Catalan,RN,assistance,assistant,person_823
Catalan,RV,arrive,is,person_823
German,RN,journey,trip,person_604
German,RN,place,room,person_604
German,RV,carry,bring,person_604
German,RN,time,point,person_604
Greek,RN,sector,activity,person_176
Greek,RN,cloths,clothes,person_176
Greek,RN,drinkings,drinks,person_176
Greek,RV,have,get,person_176
Greek,RY,faithfully,sincerely,person_176
Chinese,RV,have,do,person_34
Chinese,RV,try,go,person_34
Chinese,RV,get,take,person_34
Chinese,RV,get,take,person_34
Chinese,RV,doing,going,person_34
Chinese,RY,even,ever,person_34
Chinese,RY,only,never,person_34
